923,Omar Chaparro,47.7
924,Sukhbir,47.6
925,Lena,47.6
926,LuuDeDeejay,47.5
927,Lérica,47.3
928,Mustafa Sandal,47.3
929,The Teskey Brothers,47.3
930,Official Hige Dandism,47.3
931,Sachet Tandon,47.2
932,Tulsi Kumar,47.2
933,DJ ALEX,47
934,Pete Seeger,47
935,UVERworld,46.6
936,Leiva,46.6
937,Dvicio,46.4
938,JoeyAK,46.4
939,Rauf,46.2
940,Faik,46.2
941,容祖兒,46.2
942,S. Thaman,46.2
943,Mayday,46.1
944,Troye Sivan,46.1
945,Dani Faiv,46
946,Cream Soda,46
947,Kurt Nilsen,46
948,Wanna One,46
949,Neel Dutt,46
950,Topic,45.9
951,Estopa,45.9
952,Amaral,45.8
953,Gianna Nannini,45.7
954,Lindemann,45.7
955,Joaquín Sabina,45.7
956,Rafa Pabom,45.7
957,Vreemde Kostgangers,45.7
958,Meet Bros,45.6
959,Jason Aldean,45.6
960,Roméo Elvis,45.6
961,"Original Cast of ""Cats""",45.5
962,Bryson Tiller,45.4
963,Karpe,45.4
964,Silbermond,45.4
965,Eric Chou,45.4
966,Cold Chisel,45.4
967,Kontrafakt,45.4
968,Toto,45.3
969,張學友,45.2
970,#2Маши,45.1
971,NODE,45.1
972,ジャスティン・ビーバー,45.1
973,sumika,45.1
974,Reynmen,44.9
975,Illenium,44.9
976,GAMPER,44.9
977,DADONI,44.9
978,Yasmin Santos,44.9
979,日向坂46,44.8
980,Eva,44.7
981,Il Pagante,44.7
982,Spanglish Fly,44.6
983,Evenrude,44.6
984,Ritesh Pandey,44.6
985,Demet Akalın,44.5
986,Sevn Alias,44.5
987,Les Frangines,44.4
988,Zucchero,44.4
989,BIGBANG,44.3
990,Vegedream,44.2
991,Juan Luis Guerra,44.2
992,陳雪凝,44.1
993,松たか子,44.1
994,Belinda,43.9
995,エド・シーラン,43.9
996,Greeicy,43.9
997,Ricky Martin,43.8
998,Mavl,43.6
999,Jamule,43.6
1000,Vicente Fernández,43.5
1001,Wale,43.5
1002,Ankit Tiwari,43.4
1003,茄子蛋,43.4
1004,Fredo,43.3
1005,Daniel Caesar,43.3
1006,MC Livinho,43.2
1007,Henkie T,43.1
1008,許廷鏗,43.1
1009,Becky G.,43
1010,Ketama126,42.9
1011,Arif,42.9
1012,Ritviz,42.9
1013,The Who,42.8
1014,Polycat,42.8
1015,Ava,42.8
1016,The Coronas,42.7
1017,Dani Martín,42.6
1018,Christophe Maé,42.5
1019,88rising,42.5
1020,Seeb,42.4
1021,Bethel Music,42.4
1022,Lenin Ramírez,42.3
1023,Manel,42.3
1024,Bryan Mg,42.2
1025,Julio Iglesias,42.2
1026,Vitor Kley,42.2
1027,Mike Bahía,42
1028,Antonio José,42
1029,Big Baby Tape,41.9
1030,Zwangere Guy,41.9
1031,Sun-El Musician,41.9
1032,Fireboy DML,41.8
1033,香取慎吾,41.8
1034,Каста,41.8
1035,Ant Wan,41.7
1036,Stamp,41.6
1037,Rene Karst,41.6
1038,Pixote,41.5
1039,reezy,41.3
1040,UB40,41.2
1041,Pind,41.2
1042,Boef,41.1
1043,Don Henley,41.1
1044,Loren Allred,41.1
1045,Ruben,41
1046,Machel Montano,41
1047,東京事変,41
1048,Marvin Gaye,41
1049,Red Velvet(레드벨벳),40.9
1050,Veronica Maggio,40.9
1051,Bakermat,40.8
1052,Dava,40.8
1053,Макс Барских,40.7
1054,Gulzaar Chhaniwala,40.7
1055,Ke Personajes,40.6
1056,Sinach,40.6
1057,Claudio Baglioni,40.6
1058,Maiara & Maraisa,40.6
1059,Eric Clapton,40.6
1060,Kollegah,40.5
1061,JAY-Z,40.5
1062,Jonna Fraser,40.4
1063,MEAN,40.4
1064,Lost Frequencies,40.3
1065,Kammu Dee,40.3
1066,Miano,40.3
1067,The Pogues,40.3
1068,Polo G,40.3
1069,Snollebollekes,40.2
1070,Matthias Reim,40.1
1071,The Game,40.1
1072,Danny Ocean,40
1073,Rels B,40
1074,Mister V,40
1075,DARKOO,40
1076,DJ Zinhle,39.9
1077,BNK48,39.9
1078,Kahraman Deniz,39.9
1079,ZAZ,39.9
1080,Mabel Matiz,39.9
