159,Post Malone - rockstar,86,,42,,"22,098","1,011,951"
160,Reik - Indeciso,19,,11,,"64,356","1,004,996"
161,Nacho - Báilame,52,10,7,,"38,779","1,004,370"
162,Billie Eilish - bad guy,40,,26,,"36,963","1,003,140"
163,Myke Towers - Si Se Da - Remix,22,,12,,"63,953","1,001,450"
164,Romeo Santos - Bella y Sensual,55,,23,,"28,825","996,274"
165,LP - Lost on You,74,,71,,"18,853","983,555"
166,Amenazzy - Baby,46,,26,,"36,374","978,072"
167,Sebastian Yatra - Vuelve,63,,23,,"34,374","976,383"
168,Wolfine - Bella - Remix,38,6,6,,"53,398","974,332"
169,Imagine Dragons - Thunder,102,,41,,"16,731","968,693"
170,Ozuna - Quiero Repetir,53,,16,,"35,278","964,357"
171,Greeicy - Destino,42,,40,,"29,683","957,424"
172,Rauw Alejandro - Que Le De,42,,27,,"37,381","952,801"
173,David Bisbal - A Partir De Hoy,73,,35,,"20,790","950,235"
174,Ozuna - Solita,54,,15,,"39,062","943,130"
175,Daddy Yankee - Dura - Remix,38,3,8,,"40,914","940,773"
176,Nacho - Déjalo,43,,20,,"35,618","937,061"
177,Tommy Boysen - Hookah & Sheridan s,76,,51,,"16,183","934,182"
178,Enrique Iglesias - SUBEME LA RADIO,47,11,5,,"37,874","933,187"
179,Don Omar - Te Quiero Pa´Mi,69,,19,,"21,322","931,335"
180,Daddy Yankee - Vuelve,42,,14,,"37,036","930,655"
181,Prince Royce - El Clavo,48,,19,,"30,587","928,617"
182,Alan Walker - Faded,122,,11,,"13,252","917,601"
183,Enrique Iglesias - EL BAÑO,34,4,4,,"59,576","913,389"
184,The Black Eyed Peas - RITMO (Bad Boys For Life),12,10,3,(x1),"100,657","910,334"
185,DJ Snake - Loco Contigo,29,,25,,"47,316","908,322"
186,"ROSALÍA - Yo x Ti, Tu x Mi",20,,12,,"63,146","895,738"
187,Mau y Ricky - La Boca - Remix,24,,17,,"55,249","893,556"
188,The Chainsmokers - Don't Let Me Down,83,9,7,,"19,302","892,380"
189,Sebastian Yatra - Como Mirarte,87,,53,,"15,511","881,142"
190,Danny Ocean - Swing,41,,24,,"39,208","881,079"
191,Lalo Ebratt - Déjate Querer,44,,33,,"34,346","878,729"
192,Maluma - Marinero,44,3,3,(x1),"70,543","878,337"
193,The Chainsmokers - Something Just Like This,82,,14,,"23,027","874,227"
194,Paulo Londra - Nena Maldición,56,,38,,"24,804","873,167"
195,Enrique Iglesias - DUELE EL CORAZON,66,16,1,(x1),"25,720","865,373"
196,Khea - Loca Remix,50,,23,,"31,455","862,664"
197,Charlie Puth - Attention,67,,25,,"22,791","861,281"
198,Danny Ocean - Epa Wei,41,,21,,"32,524","856,314"
199,Jesse & Joy - 3 A.M.,53,,24,,"27,827","854,947"
200,Maite Perroni - Loca,64,,23,,"24,226","854,009"
201,Major Lazer - Lean On,104,39,1,(x14),"17,845","849,801"
202,Cosculluela - Madura,40,,17,,"31,991","848,578"
203,Daddy Yankee - Si Supieras,27,,21,,"45,760","846,820"
204,Sech - Si Te Vas,14,7,6,,"69,558","842,283"
